Id,Lot Area,Lot Shape,Overall Qual,Mas Vnr Area,Exter Qual,Bsmt Qual,Bsmt Exposure,BsmtFin SF 1,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,house age,reno newness,MS SubClass_SC60,MS Zoning_RM,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,Year Built_2008,Roof Style_Gable,Roof Style_Hip
714,9600,4,4,0.0,4,2,0,0.0,677.0,3,833,1510,720.0,0,0,99,59,0,1,0,0,0,0,1,0
1637,12328,3,8,146.0,4,5,1,986.0,1149.0,5,1164,2541,729.0,120,32,2,2,1,0,0,0,1,0,0,1
538,10141,3,8,264.0,4,4,3,516.0,1512.0,5,1512,1512,845.0,210,36,5,5,0,0,0,0,0,0,1,0
546,8529,3,7,0.0,4,4,0,20.0,1454.0,5,1434,1434,527.0,290,39,8,8,0,0,0,0,0,0,1,0
533,8127,3,7,0.0,4,4,0,410.0,812.0,5,812,1653,628.0,0,45,6,6,1,0,0,0,0,0,1,0
718,8400,4,6,0.0,3,2,1,0.0,917.0,4,1090,2007,357.0,0,235,109,59,0,1,0,0,0,0,1,0
1830,10751,3,5,44.0,3,2,3,787.0,1037.0,3,1037,1037,431.0,136,47,33,33,0,0,0,0,0,0,1,0
2929,10010,4,5,0.0,3,4,2,1071.0,1389.0,4,1389,1389,418.0,240,38,32,31,0,0,0,0,0,0,1,0
2207,4280,4,5,0.0,3,3,0,365.0,440.0,3,694,694,352.0,0,0,94,5,0,0,0,0,0,0,1,0
1417,9600,4,6,0.0,3,3,0,0.0,572.0,2,572,1096,0.0,0,8,84,58,0,0,0,0,0,0,1,0
2787,9800,4,5,0.0,3,3,0,894.0,894.0,3,894,894,552.0,256,0,34,34,0,0,0,0,0,0,1,0
1037,7560,4,5,0.0,3,4,0,119.0,864.0,3,864,864,576.0,0,0,37,37,0,0,0,0,0,0,0,1
2659,9600,4,4,0.0,3,3,0,0.0,1095.0,2,1095,1774,779.0,0,0,106,56,0,1,0,0,0,0,1,0
1567,9880,4,6,0.0,3,3,2,522.0,1096.0,3,1118,1118,358.0,203,0,31,31,0,0,0,0,0,0,1,0
1225,9600,4,6,0.0,3,3,0,280.0,1032.0,3,1032,1252,288.0,0,0,58,58,0,0,0,0,0,0,1,0
685,7931,4,5,0.0,3,3,0,1148.0,1148.0,3,1148,1148,672.0,0,0,50,50,0,0,0,0,0,0,0,1
1358,5100,4,8,0.0,3,3,0,0.0,588.0,2,833,1666,228.0,192,63,83,12,0,1,0,0,0,0,0,1
1461,9720,3,9,134.0,4,4,1,1194.0,1357.0,5,1366,1947,725.0,168,116,7,6,1,0,0,0,0,0,1,0
221,8521,4,5,0.0,3,3,0,842.0,912.0,3,912,912,336.0,0,0,43,43,0,0,0,0,0,0,1,0
2187,8741,4,5,0.0,3,3,0,0.0,1195.0,3,1195,1195,0.0,118,0,61,57,0,0,0,0,0,0,1,0
2504,12461,4,8,0.0,4,4,0,1456.0,1624.0,5,1624,1624,757.0,0,114,12,11,0,0,1,0,0,0,1,0
855,6950,3,5,40.0,3,3,0,710.0,914.0,3,914,914,444.0,0,0,30,30,0,0,0,0,0,0,1,0
2258,16905,4,5,0.0,3,3,3,967.0,1350.0,4,1328,1328,308.0,0,104,48,48,0,0,0,0,0,0,1,0
2205,7155,4,6,0.0,3,3,0,0.0,686.0,3,686,1461,225.0,0,0,81,16,0,0,0,0,0,0,1,0
1158,9205,3,6,304.0,4,4,0,704.0,930.0,5,1364,2683,473.0,237,251,18,17,1,0,1,0,0,0,0,1
1741,7697,4,7,0.0,4,4,0,0.0,1246.0,5,1258,1258,462.0,0,0,0,0,0,0,0,0,0,0,1,0
2735,7800,4,5,0.0,3,3,0,603.0,896.0,5,1112,2008,230.0,103,0,58,4,0,0,0,0,0,0,1,0
1888,14357,3,5,0.0,3,3,0,311.0,864.0,3,1187,1187,440.0,128,0,46,46,0,0,0,0,0,0,0,1
2121,8775,4,5,0.0,3,4,0,495.0,990.0,4,990,990,299.0,0,64,13,13,0,0,0,0,0,0,1,0
1176,2645,4,8,466.0,4,4,0,612.0,960.0,5,962,1586,480.0,169,0,9,9,0,0,0,0,0,0,1,0
2773,13568,2,5,0.0,3,4,0,716.0,990.0,5,990,990,576.0,224,0,11,11,0,0,0,0,0,0,1,0
2619,16321,3,5,0.0,3,3,3,1277.0,1484.0,3,1600,1600,319.0,288,258,49,9,0,0,0,0,0,0,1,0
1796,8640,4,8,0.0,4,4,2,350.0,896.0,5,896,1792,590.0,184,96,0,0,1,0,0,0,0,0,1,0
1598,1596,4,4,0.0,3,4,3,437.0,462.0,3,526,988,297.0,0,101,35,35,0,1,0,0,0,0,1,0
1965,7315,4,5,0.0,3,3,0,625.0,1170.0,3,1170,1170,338.0,0,0,49,49,0,0,0,0,0,0,0,1
2651,7614,4,3,0.0,3,3,1,0.0,738.0,4,714,1376,216.0,0,0,101,56,0,1,0,0,0,0,1,0
609,11000,3,5,200.0,3,3,1,740.0,1154.0,5,1154,1154,480.0,0,58,43,43,0,0,0,0,0,0,1,0
1990,10337,3,8,0.0,4,3,0,0.0,725.0,5,909,1772,816.0,0,0,97,8,0,1,0,0,0,0,0,1
1053,14803,4,10,816.0,5,5,2,1636.0,2078.0,5,2084,2084,1220.0,188,45,1,0,0,0,0,1,0,0,0,1
2877,8765,4,4,0.0,3,3,0,285.0,951.0,5,951,951,327.0,0,28,70,56,0,1,0,0,0,0,1,0
497,12720,4,8,150.0,4,4,1,1173.0,1455.0,5,1466,2687,810.0,252,30,9,9,1,0,1,0,0,0,1,0
514,11128,4,9,198.0,5,5,3,2158.0,2458.0,5,2490,2490,795.0,70,226,4,3,0,0,0,0,0,0,0,1
759,5160,4,6,0.0,3,3,0,0.0,1204.0,3,1204,1666,384.0,0,0,82,59,0,1,0,0,0,0,1,0
2474,13072,4,6,0.0,4,4,0,0.0,1141.0,5,1141,1141,484.0,0,0,1,1,0,0,0,0,0,0,1,0
1193,8814,4,5,0.0,3,3,0,732.0,732.0,5,732,1464,470.0,0,40,40,40,1,0,0,0,0,0,1,0
1415,7000,4,5,0.0,3,4,3,969.0,1117.0,3,820,1347,0.0,85,0,98,17,0,0,0,0,0,0,1,0
2048,4484,3,5,0.0,3,3,0,485.0,672.0,3,778,1282,240.0,0,88,65,28,0,0,0,0,0,0,1,0
2483,9019,3,6,0.0,3,4,0,274.0,636.0,5,636,1320,472.0,0,40,12,12,1,0,0,0,0,0,1,0
2883,8520,4,3,0.0,3,2,0,0.0,216.0,2,576,936,0.0,0,0,90,56,0,0,0,0,0,0,1,0
1111,11932,4,8,186.0,4,4,0,0.0,1580.0,5,1580,1580,830.0,0,24,1,0,0,0,0,0,0,0,1,0
2072,115149,2,7,351.0,3,4,3,1219.0,1643.0,3,1824,1824,739.0,380,48,36,5,0,0,0,0,0,0,1,0
1450,14330,3,5,0.0,3,3,0,88.0,864.0,3,1558,1558,440.0,140,0,33,7,0,0,0,0,0,0,1,0
274,8777,4,3,0.0,3,0,0,0.0,0.0,3,640,640,240.0,0,0,65,3,0,0,0,0,0,0,1,0
413,2308,4,6,0.0,3,3,0,257.0,855.0,3,855,1322,440.0,260,0,35,35,0,0,0,0,0,0,1,0
751,2500,4,7,0.0,4,3,0,299.0,910.0,5,916,1826,164.0,0,0,94,4,0,1,0,0,0,0,1,0
2897,8049,3,7,54.0,3,4,0,1053.0,1309.0,3,1339,1339,484.0,0,58,16,16,0,0,0,0,0,0,0,1
207,5600,4,4,0.0,2,0,0,0.0,0.0,2,372,1092,0.0,0,0,80,60,0,1,0,0,0,0,0,1
2269,9590,3,7,442.0,4,5,2,786.0,868.0,5,1146,1146,438.0,160,22,4,4,0,0,0,0,0,0,1,0
891,7200,4,6,255.0,3,3,2,631.0,1041.0,5,1125,1125,352.0,296,0,33,33,0,0,0,0,0,0,0,1
2863,11500,3,7,0.0,4,4,0,223.0,1017.0,4,1020,2057,180.0,0,0,70,19,0,0,0,0,0,0,1,0
1298,6756,4,5,0.0,3,3,0,0.0,481.0,3,899,899,200.0,0,0,98,58,0,1,0,0,0,0,0,0
1292,11426,4,4,0.0,3,3,0,0.0,828.0,4,828,1594,0.0,0,172,98,12,0,1,0,0,0,0,1,0
1687,12030,4,8,254.0,5,5,0,0.0,1694.0,5,1694,1694,818.0,168,228,0,0,0,0,0,1,0,0,0,1
2749,9554,3,8,125.0,4,4,0,380.0,777.0,5,1065,1911,471.0,182,81,13,12,1,0,0,0,0,0,1,0
2875,8534,4,4,0.0,3,2,0,0.0,432.0,3,672,672,0.0,0,0,81,56,0,1,0,0,0,0,1,0
1029,11361,4,6,160.0,3,4,0,644.0,1193.0,3,1523,1523,478.0,0,0,32,32,0,0,0,0,0,0,1,0
1581,12416,3,6,132.0,3,4,0,1398.0,1606.0,3,1651,1651,616.0,192,0,22,22,0,0,0,0,0,0,1,0
612,9600,4,5,132.0,3,3,0,991.0,1041.0,5,1041,1041,270.0,224,88,50,50,0,0,0,0,0,0,1,0
139,8267,4,5,0.0,3,3,0,0.0,1604.0,3,1604,1604,576.0,42,0,52,52,0,0,0,0,0,0,1,0
1335,6000,4,6,0.0,3,3,0,521.0,981.0,5,1014,1672,240.0,0,11,68,19,0,1,0,0,0,0,1,0
2531,9600,4,7,168.0,3,3,0,0.0,1164.0,3,1164,1164,528.0,0,0,37,37,0,0,0,0,0,0,0,1
681,7350,4,5,0.0,3,3,0,0.0,1041.0,4,1041,1041,294.0,0,0,51,51,0,0,0,0,0,0,0,1
1383,7703,3,6,40.0,3,4,3,450.0,450.0,5,1034,1034,504.0,311,0,30,30,0,0,0,0,0,0,1,0
1359,4347,4,6,0.0,4,4,0,0.0,796.0,5,825,1609,228.0,0,182,98,58,0,1,0,0,0,0,0,0
1226,9600,4,5,0.0,3,3,0,32.0,572.0,4,1337,1337,264.0,0,192,58,2,0,0,0,0,0,0,1,0
63,12256,3,8,362.0,4,5,2,1032.0,1463.0,5,1500,2622,712.0,186,32,16,15,1,0,1,0,0,0,1,0
1869,9547,4,7,112.0,3,4,0,0.0,1594.0,5,1594,1594,472.0,190,80,14,14,0,0,0,0,0,0,1,0
2468,7200,4,6,68.0,4,4,0,905.0,1262.0,4,1262,1262,572.0,0,120,0,0,0,0,0,0,0,0,1,0
1135,13072,4,6,126.0,3,4,0,80.0,1175.0,5,1175,1175,0.0,0,90,3,2,0,0,0,0,0,0,1,0
719,3600,4,6,0.0,3,3,0,0.0,624.0,5,664,1288,280.0,0,103,92,2,0,1,0,0,0,0,1,0
405,1680,4,5,142.0,3,3,0,0.0,630.0,3,630,1302,280.0,0,0,38,38,0,1,0,0,0,0,1,0
2506,3316,3,8,0.0,4,4,0,1039.0,1247.0,5,1247,1247,550.0,0,84,1,1,0,0,0,0,0,0,1,0
2380,16387,3,9,215.0,4,5,0,1369.0,1738.0,4,1738,2589,831.0,0,0,0,0,1,0,0,1,0,0,0,1
1565,13265,3,8,148.0,4,4,0,1218.0,1568.0,5,1689,1689,857.0,150,59,6,6,0,0,0,0,0,0,0,1
1727,3242,4,7,235.0,4,4,0,1000.0,1405.0,5,1405,1405,478.0,136,36,4,4,0,0,0,1,0,0,1,0
1661,8991,3,7,130.0,3,4,3,624.0,1228.0,3,1324,1324,585.0,407,36,31,31,0,0,0,0,0,0,1,0
1967,8000,4,5,0.0,3,3,0,1098.0,1377.0,3,1377,1377,351.0,0,0,47,47,0,0,0,0,0,0,0,1
2267,9303,3,6,42.0,4,5,0,742.0,872.0,5,888,1756,422.0,144,122,11,10,1,0,0,0,0,0,0,1
1389,8544,3,5,0.0,3,3,0,0.0,1228.0,4,1228,1228,271.0,0,65,42,2,0,0,0,0,0,0,1,0
2553,11425,3,5,0.0,3,3,0,486.0,1008.0,4,1008,1008,275.0,0,0,52,52,0,0,0,0,0,0,1,0
1459,11404,3,7,202.0,4,4,2,252.0,1153.0,5,1153,2031,541.0,192,84,10,9,1,0,0,0,0,0,1,0
1739,8229,3,6,22.0,4,4,2,0.0,752.0,5,752,1504,440.0,100,32,0,0,1,0,0,0,0,0,1,0
172,4485,4,5,0.0,3,3,0,579.0,936.0,3,936,936,0.0,51,0,90,60,0,1,0,0,0,0,1,0
788,15635,3,4,0.0,3,0,0,0.0,0.0,3,1383,1383,498.0,0,0,55,55,0,0,0,0,0,0,1,0
1979,3153,4,5,0.0,3,3,0,0.0,967.0,4,967,967,180.0,0,0,87,17,0,1,0,0,0,0,1,0
1801,11096,4,8,0.0,4,4,2,24.0,1656.0,5,1656,1656,826.0,0,146,1,1,0,0,0,0,0,0,1,0
931,14000,4,6,0.0,3,3,0,0.0,1092.0,5,1152,1152,300.0,0,36,59,5,0,0,0,0,0,0,1,0
2471,7733,3,6,0.0,3,3,1,24.0,1142.0,5,1142,1142,0.0,4,50,1,1,0,0,0,0,0,0,1,0
2899,8098,3,6,0.0,4,4,2,1136.0,1381.0,5,1403,1403,470.0,0,173,6,6,0,0,0,0,0,0,1,0
2544,8393,4,5,122.0,3,3,0,528.0,1626.0,5,1712,1712,588.0,272,54,47,1,0,0,0,0,0,0,1,0
1386,12900,4,4,0.0,3,4,2,1198.0,1198.0,3,1258,1258,400.0,120,0,39,39,0,0,0,0,0,0,1,0
315,57200,3,5,0.0,3,3,2,353.0,747.0,3,1687,1687,572.0,0,0,62,60,0,0,0,0,0,0,1,0
1932,8078,4,5,260.0,3,3,0,0.0,1560.0,3,1560,1560,484.0,0,0,49,49,0,0,0,0,0,0,0,1
1660,12384,4,7,233.0,3,4,0,0.0,793.0,3,1142,1935,550.0,0,113,31,31,1,0,0,0,0,0,1,0
2353,9927,3,7,252.0,4,5,3,1005.0,1047.0,3,1083,1083,596.0,444,0,30,30,0,0,0,0,0,0,1,0
2139,16300,3,5,0.0,3,4,2,60.0,876.0,3,907,907,308.0,0,0,30,30,0,0,0,0,0,0,1,0
1585,7915,3,6,0.0,4,5,1,1223.0,1666.0,5,1675,1675,435.0,165,52,9,8,0,0,0,0,0,0,0,1
1602,21750,4,5,0.0,3,3,0,0.0,988.0,5,988,988,520.0,0,0,54,54,0,0,0,0,0,0,0,1
2888,9116,4,8,0.0,4,5,0,0.0,1491.0,5,1491,1491,490.0,120,100,5,5,0,0,0,0,0,0,0,1
965,14419,3,7,310.0,3,4,3,904.0,1645.0,5,1479,1479,578.0,224,238,22,20,0,0,0,0,0,0,0,1
645,13070,4,5,0.0,3,3,0,308.0,631.0,3,1112,1112,480.0,0,0,58,58,0,0,0,0,0,0,0,1
789,9855,4,6,0.0,3,3,0,0.0,1436.0,2,1689,1689,480.0,0,0,53,53,0,0,0,0,0,0,0,1
1015,8118,4,9,178.0,5,5,3,1034.0,1710.0,5,1710,1710,557.0,156,48,1,1,0,0,0,0,1,0,0,1
1264,10920,3,6,212.0,3,3,0,733.0,1253.0,3,1253,1253,352.0,0,213,48,48,0,0,0,0,0,0,0,1
1972,6600,4,5,0.0,3,3,0,110.0,864.0,4,864,864,294.0,58,0,45,45,0,0,0,0,0,0,0,1
1481,8199,4,7,0.0,4,4,2,648.0,728.0,5,728,1456,410.0,36,18,3,3,1,0,0,0,0,0,1,0
954,9947,3,7,0.0,3,4,2,611.0,1188.0,5,1217,1217,497.0,168,27,19,18,0,0,0,0,0,0,1,0
2499,14330,3,7,145.0,4,4,3,1023.0,1748.0,4,2151,2646,550.0,641,100,32,32,0,0,0,0,0,0,1,0
824,10769,3,8,0.0,4,4,2,20.0,866.0,5,866,1768,578.0,144,105,2,2,1,0,0,0,0,0,1,0
2769,8846,3,5,0.0,4,4,2,298.0,870.0,5,914,914,576.0,0,0,10,10,0,0,0,0,0,0,1,0
123,10600,3,6,0.0,3,3,0,0.0,533.0,3,1131,1775,480.0,0,172,46,46,0,0,0,0,0,0,1,0
1862,18890,3,5,1.0,3,4,0,498.0,1361.0,5,1361,2620,600.0,155,24,30,30,0,0,0,0,0,0,0,0
1308,9142,4,5,0.0,3,2,0,0.0,797.0,3,830,1627,420.0,192,0,108,2,0,1,0,0,0,0,1,0
1758,7750,4,7,0.0,4,4,0,0.0,660.0,5,660,1320,400.0,0,48,4,4,1,0,0,0,0,0,1,0
2236,6060,4,4,0.0,3,3,0,0.0,732.0,4,772,1123,264.0,0,0,68,57,0,1,0,0,0,0,1,0
2912,10172,3,5,0.0,3,3,0,441.0,864.0,5,874,874,288.0,0,120,38,3,0,0,0,0,0,0,1,0
2093,10380,3,7,172.0,4,3,3,28.0,1502.0,5,1553,2730,576.0,201,96,21,20,1,0,0,0,0,0,1,0
2128,9337,3,6,0.0,3,4,0,648.0,824.0,5,905,1786,684.0,0,162,10,10,1,0,0,0,0,0,1,0
679,7200,4,4,0.0,3,0,0,0.0,0.0,2,1040,1040,420.0,0,0,60,59,0,0,0,0,0,0,1,0
1313,9600,4,5,0.0,3,3,0,234.0,973.0,3,1377,2350,393.0,0,0,88,48,0,1,0,0,0,0,1,0
2534,8640,4,5,300.0,3,4,1,361.0,900.0,5,884,1770,530.0,0,60,38,38,1,0,0,0,0,0,1,0
1273,7931,4,5,0.0,3,3,0,374.0,1269.0,3,1269,1269,308.0,0,0,48,48,0,0,0,0,0,0,1,0
219,11625,4,5,0.0,3,3,1,841.0,1039.0,5,1039,1039,504.0,0,0,45,45,0,0,0,0,0,0,0,1
133,9600,4,6,164.0,3,3,2,674.0,1156.0,5,1520,1520,364.0,0,0,55,38,0,0,0,0,0,0,1,0
38,11478,4,8,200.0,4,5,0,1218.0,1704.0,5,1704,1704,772.0,0,50,3,2,0,0,0,1,0,0,1,0
2408,7740,4,9,518.0,4,5,0,1023.0,1686.0,5,1686,1686,899.0,266,100,0,0,0,0,0,1,0,0,0,1
1575,9520,3,8,338.0,4,4,3,1513.0,1638.0,5,1646,1646,800.0,192,44,1,0,0,0,0,0,0,0,1,0
1671,17199,4,4,0.0,3,3,0,314.0,914.0,5,914,914,270.0,140,0,46,46,0,0,0,0,0,0,1,0
2000,5400,4,6,0.0,3,3,1,370.0,1149.0,4,1149,1616,216.0,0,0,81,3,0,1,0,0,0,0,1,0
2621,10800,4,4,0.0,3,3,0,0.0,720.0,3,720,1192,0.0,0,0,57,56,0,0,0,0,0,0,1,0
1996,9900,4,6,0.0,3,3,1,0.0,1008.0,3,1178,2210,205.0,0,48,127,57,0,1,0,0,0,0,1,0
1976,6000,4,6,0.0,3,3,0,276.0,845.0,3,866,1296,576.0,0,0,80,57,0,1,0,0,0,0,1,0
1861,17778,3,8,0.0,4,4,3,1632.0,2461.0,4,2497,2497,676.0,266,0,26,26,0,0,0,0,0,0,0,1
1600,1477,4,6,0.0,3,3,0,358.0,546.0,5,546,1092,0.0,187,0,38,1,0,1,0,0,0,0,1,0
298,19645,3,7,44.0,3,4,0,343.0,423.0,5,896,1652,473.0,0,0,16,3,0,0,0,0,0,0,1,0
875,8750,4,7,0.0,4,4,0,0.0,880.0,5,909,1716,512.0,0,120,13,13,1,0,0,0,0,0,1,0
1205,7785,3,5,0.0,3,0,0,0.0,0.0,3,1014,1014,267.0,0,0,52,52,0,0,0,0,0,0,1,0
763,10800,4,5,0.0,3,4,3,1200.0,1200.0,3,1200,1200,0.0,120,0,22,21,0,0,0,0,0,0,1,0
512,9139,3,8,206.0,4,5,2,379.0,1422.0,5,1432,1432,492.0,297,50,3,3,0,0,0,0,0,0,0,1
592,10140,4,7,0.0,4,5,0,144.0,1650.0,5,1680,1680,583.0,78,73,11,10,0,0,0,0,0,0,0,1
1255,10122,4,4,0.0,3,0,0,0.0,0.0,3,869,869,390.0,0,0,60,58,0,0,0,0,0,0,1,0
355,10141,3,7,40.0,3,4,0,0.0,832.0,4,885,1718,427.0,0,94,11,11,1,0,0,0,0,0,1,0
1676,2205,4,6,567.0,3,3,0,312.0,525.0,3,525,1092,264.0,144,0,34,34,0,1,0,0,0,0,1,0
2599,10914,4,3,0.0,3,3,1,0.0,715.0,2,715,715,660.0,0,0,77,56,0,0,0,0,0,0,0,1
312,9196,3,7,0.0,4,5,0,0.0,1560.0,5,1560,1560,573.0,100,150,7,7,0,0,0,0,0,0,1,0
1124,9803,4,7,0.0,4,4,0,400.0,866.0,4,866,1768,603.0,0,108,3,3,1,0,0,0,0,0,1,0
1702,17169,2,10,970.0,5,5,2,1684.0,2320.0,5,2290,2290,1174.0,192,30,0,0,0,0,0,1,0,0,0,1
2434,9171,3,7,0.0,4,4,2,0.0,848.0,5,848,1598,433.0,100,48,2,1,1,0,0,0,0,0,1,0
1432,9750,4,5,0.0,3,4,0,722.0,990.0,5,990,990,528.0,168,0,14,14,0,0,0,0,0,0,1,0
689,8604,3,5,124.0,3,4,2,941.0,941.0,4,941,941,564.0,0,40,31,31,0,0,0,0,0,0,1,0
1349,6155,3,6,0.0,3,2,1,0.0,611.0,5,751,1362,502.0,0,0,88,9,0,1,0,0,0,0,1,0
1759,9487,3,6,0.0,3,4,0,520.0,915.0,5,940,1690,442.0,0,50,7,7,1,0,0,0,0,0,1,0
893,3675,4,6,80.0,3,4,3,547.0,547.0,4,1072,1072,525.0,0,28,4,3,0,1,0,0,0,0,1,0
944,10200,4,4,0.0,3,3,0,0.0,572.0,2,572,572,200.0,0,0,84,59,0,0,0,0,0,0,1,0
2109,11750,3,7,204.0,4,4,1,20.0,1546.0,5,1546,1546,796.0,144,42,2,1,0,0,0,0,0,0,1,0
316,11896,3,7,60.0,4,4,0,78.0,1336.0,5,1346,1346,660.0,100,48,2,2,0,0,0,0,0,1,1,0
2529,10400,4,6,288.0,3,3,0,247.0,732.0,4,1012,1790,484.0,148,0,34,34,1,0,0,0,0,0,1,0
1448,10970,3,6,0.0,3,4,3,505.0,940.0,3,1026,1026,576.0,0,0,30,30,0,0,0,0,0,0,1,0
871,11883,4,7,196.0,4,4,3,690.0,1504.0,5,1504,1504,478.0,115,66,13,13,0,0,0,0,0,0,0,1
142,10552,3,5,0.0,3,3,0,1018.0,1398.0,4,1700,1700,447.0,0,38,51,51,0,0,0,0,0,0,0,1
1515,8248,4,3,0.0,3,3,0,41.0,864.0,3,864,864,0.0,0,0,94,58,0,0,0,0,0,0,1,0
1970,9760,4,6,340.0,3,3,3,536.0,822.0,4,1020,1851,440.0,239,42,43,14,1,0,0,0,0,0,0,1
572,2998,4,6,513.0,4,4,0,507.0,756.0,5,756,1512,440.0,0,32,9,9,0,0,0,0,0,0,1,0
2200,6821,4,6,0.0,3,3,0,113.0,651.0,4,759,1298,240.0,216,0,86,2,0,0,0,0,0,0,1,0
2147,11354,4,7,0.0,4,3,3,1412.0,1673.0,5,1673,1673,583.0,306,113,7,7,0,0,0,0,0,0,1,0
249,9069,4,6,0.0,3,4,2,747.0,936.0,5,996,996,564.0,120,0,18,18,0,0,0,0,0,0,1,0
162,8064,4,6,0.0,3,3,0,481.0,816.0,3,816,1224,280.0,414,0,62,6,0,0,0,0,0,0,1,0
664,5400,4,4,0.0,2,3,0,315.0,840.0,5,840,1374,338.0,0,0,89,59,0,0,0,0,0,0,1,0
1516,5687,4,5,0.0,3,3,0,210.0,780.0,5,936,1716,0.0,0,184,96,8,0,0,0,0,0,0,1,0
16,53504,2,8,603.0,5,4,3,1416.0,1650.0,5,1690,3279,841.0,503,36,7,7,1,0,0,0,1,0,0,1
1808,7500,4,7,0.0,4,4,0,0.0,1143.0,5,1143,1143,0.0,0,55,1,1,0,0,0,0,0,0,1,0
425,13173,3,9,300.0,4,5,0,1572.0,1652.0,5,1652,1652,840.0,404,102,3,2,0,0,0,1,0,0,0,1
1372,9488,4,5,0.0,4,3,0,0.0,1046.0,4,1054,1054,240.0,0,60,61,15,0,0,0,0,0,0,1,0
2495,13526,3,5,114.0,3,3,0,560.0,935.0,3,935,935,288.0,180,0,41,41,0,0,0,0,0,0,0,1
661,10410,4,4,0.0,3,3,0,0.0,1313.0,3,1313,2377,528.0,0,0,94,59,0,0,0,0,0,0,1,0
1301,12000,4,5,0.0,3,3,0,144.0,924.0,5,1122,1122,528.0,0,36,60,3,0,1,0,0,0,0,1,0
396,7830,3,5,0.0,3,3,0,0.0,1180.0,3,1180,1180,477.0,0,45,39,39,0,0,0,0,0,0,1,0
2663,8850,3,7,0.0,3,3,0,0.0,815.0,5,815,1690,225.0,0,0,90,56,0,1,0,0,0,0,1,0
50,7132,3,8,178.0,4,4,1,24.0,1370.0,5,1370,1370,484.0,120,49,4,4,0,0,0,1,0,0,1,0
886,9937,4,5,0.0,3,3,0,637.0,1486.0,5,1486,1486,480.0,0,0,45,10,0,0,0,0,0,0,0,1
696,5720,4,5,0.0,3,3,0,0.0,676.0,5,676,1131,200.0,26,0,68,59,0,1,0,0,0,0,1,0
2454,12585,3,8,420.0,4,4,0,247.0,1286.0,5,1565,2799,704.0,432,136,13,13,1,0,1,0,0,0,1,0
2106,11103,3,7,0.0,4,4,0,0.0,728.0,5,728,1456,440.0,0,0,1,1,1,0,0,0,0,0,1,0
353,8013,3,8,0.0,4,4,0,741.0,1587.0,5,1734,1734,528.0,52,50,14,13,0,0,0,0,1,0,1,0
441,10872,3,9,122.0,4,5,2,1037.0,1504.0,5,1531,1531,700.0,184,52,3,3,0,0,0,1,0,0,1,0
2270,11305,4,8,886.0,4,4,2,1329.0,1922.0,5,1922,1922,692.0,201,64,5,5,0,0,0,0,0,0,0,1
1924,9100,4,5,69.0,3,3,0,0.0,1144.0,3,1144,1144,336.0,0,0,47,47,0,0,0,0,0,0,0,1
1402,39104,3,7,0.0,3,4,3,226.0,1385.0,5,1363,1363,439.0,81,0,54,3,0,0,0,0,0,0,0,0
1070,10110,3,9,492.0,5,4,0,372.0,1858.0,5,1866,1866,870.0,0,48,0,0,0,0,0,1,0,1,0,1
2696,9786,4,3,0.0,3,3,0,0.0,1007.0,2,1077,1077,210.0,0,100,84,56,0,1,0,0,0,0,0,1
1840,5330,2,8,0.0,4,4,0,0.0,1550.0,5,1550,1550,528.0,0,102,1,0,0,0,0,0,0,0,1,0
1562,3811,3,7,174.0,4,5,3,1474.0,1594.0,5,1646,1646,482.0,128,53,4,3,0,1,0,0,0,0,0,1
2426,3010,4,7,16.0,4,4,2,16.0,1248.0,5,1248,1248,438.0,108,0,1,0,0,0,0,0,0,0,1,0
1162,3435,3,7,0.0,4,4,0,24.0,1235.0,5,1245,1245,495.0,0,100,4,3,0,0,0,0,0,0,1,0
1874,10800,4,6,203.0,3,3,0,617.0,1052.0,3,1052,1052,311.0,0,133,44,44,0,0,0,0,0,0,1,0
111,10456,3,6,120.0,3,3,0,506.0,1829.0,4,1829,1829,535.0,0,76,43,43,0,0,0,0,0,0,0,1
1207,8475,3,4,0.0,3,3,0,228.0,952.0,5,952,952,283.0,0,0,52,52,0,0,0,0,0,0,1,0
140,8197,4,7,506.0,4,4,0,1188.0,1480.0,5,1480,1480,620.0,252,73,7,1,0,0,0,0,0,0,1,0
545,10994,3,8,366.0,4,4,0,976.0,1844.0,5,1844,1844,620.0,165,44,4,3,0,0,0,0,0,0,1,0
1338,6000,4,6,0.0,3,3,0,201.0,825.0,5,825,1497,672.0,272,0,71,8,0,1,0,0,0,0,1,0
2873,7288,4,5,0.0,3,3,1,305.0,976.0,3,976,976,215.0,160,0,64,56,0,1,0,0,0,0,1,0
924,13360,3,5,0.0,3,4,0,713.0,876.0,5,964,964,432.0,0,0,88,3,0,0,0,0,0,0,1,0
844,10335,3,7,183.0,4,4,3,679.0,1490.0,5,1501,1501,577.0,144,29,10,10,0,0,0,0,0,0,1,0
901,11767,4,5,259.0,3,3,0,546.0,1150.0,5,1560,1560,313.0,0,0,53,53,0,0,0,0,0,0,0,1
2195,10896,4,6,0.0,2,3,0,256.0,1440.0,5,1440,3395,0.0,0,110,93,12,0,0,0,0,0,0,0,1
